kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;orang_PageRank;orang_Louvain_Cluster;kerajaan_PageRank;kerajaan_Louvain_Cluster
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Aceh;Sultan Perkasa Alam Syarif Lamtui;;;;;Jamalul Alam dari Aceh;;;;;;;;;;;;;http://www.wikidata.org/entity/Q18210821;0.0019840325587610046;18;0.04448712404495881;18
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Menak Pentor;Putri yang menikah dengan Batara Vojyaya, Menak Sapetak;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Menak Pentor;Putri yang menikah dengan Batara Vojyaya, Menak Sapetak;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Patih Udara;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Menak Pentor;Putri yang menikah dengan Batara Vojyaya, Menak Sapetak;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Menak Pentor;Putri yang menikah dengan Batara Vojyaya, Menak Sapetak;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Menak Pentor;Putri yang menikah dengan Batara Vojyaya, Menak Sapetak;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Aceh;Teuku Nanta Seutia;;Datuk Makhudum Sati;;;Cut Nya’ Dhien;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;;;;;http://www.wikidata.org/entity/Q19744098;0.0019840325587610046;19;0.04448712404495881;18
Kesultanan Banten;Abul Nashar Muhammad Ishaq Zainulmutaqin;;;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;;;;;;http://www.wikidata.org/entity/Q12470635;0.0019840325587610046;13;0.017186793457396026;13
Kesultanan Banten;Muhammad bin Muhammad Muhyiddin Zainussalihin;;Muhammad Muhyiddin Zainussalihin;Ratu Aisiyah;Ratu Putri Fatimah binti Pangeran Ahmad bin Sultan Aliyuddin I;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;;;;;;http://www.wikidata.org/entity/Q12499401;0.0019840325587610046;13;0.017186793457396026;13
Kesultanan Banten;Abul Mafakhir Muhammad Aliuddin;;Sultan Muhammad Arifin Zainul Asyiqin;Ratu Sultan Gusti;;Abu al-Nashar Muhammad Ishaq Zainulmutaqin, Abu al-Mafakhir Muhammad Aqiluddin, Pangeran Darma, Pangeran Muhammad Abbas, Pangeran Musa, Pangeran Yali, Pangeran Ahmad;;;;;;;;1752-07-02T00:00:00Z;;;;;http://www.wikidata.org/entity/Q16162786;0.0019840325587610046;20;0.017186793457396026;13
Kerajaan Mataram;Makutawangsawardhana;;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12496257;0.0032972422840415964;12;0.008688047963907047;12
Kerajaan Sunda;Sri Baduga Maharaja;;;;;Pangeran Walangsungsang;;;;;;;;;;;;;http://www.wikidata.org/entity/Q4201860;0.003309037720312756;4;0.006292044446020286;4
Kerajaan Mataram;Lokapala;;;;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q28152207;0.0032972422840415964;12;0.008688047963907047;12
Kesultanan Aceh;Pocut Baren;;Teuku Cut Anmat Tungkop;;Keujruen;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1880-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q12505900;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Aceh;Syarif Saif al-Alam;;Tuanku Sayyid Husein;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q17379942;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Muhammad Syah;;Alauddin Jauhar ul-Alam Syah;Pocut Meurah Awan;;;;;;;;;;1802-01-01T00:00:00Z;;Tuanku Ibrahim, Abdul Muhammad;;;http://www.wikidata.org/entity/Q17423403;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Mansur Syah;;Sultan Alauddin Jauhar al-Alam;;;;;;;;;;;;;Alauddin Muhammad Daud Syah I;;;http://www.wikidata.org/entity/Q18204955;0.0019840325587610046;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Sulaiman Syah;;Badruddin Johan Syah;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q18211066;0.002495331751053415;18;0.04448712404495881;18
Kesultanan Banjar;Khatib Dayan;;;;Saudara perempuan Sultan Suriansyah;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q19746042;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banten;Wasi Zainulalimin;;Abu al-Mahasin;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;;;Syifa Zainularifin;;;http://www.wikidata.org/entity/Q57820832;0.003949213486828128;13;0.017186793457396026;13
Kesultanan Banjar;Patih Masih;;;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q25702210;0.0019840325587610046;5;0.022505893445362482;5
kerajaanLabel;orangLabel;ayahLabel;ibuLabel;pasanganLabel;;;;;;;;;;;;;;;;0.0019840325587610046;21;0.00254626559081353;21
Kesultanan Aceh;Safiatuddin dari Aceh;Iskandar Muda dari Aceh;Iskandar Muda dari Aceh;Iskandar Tsani dari Aceh;Iskandar Tsani dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1612-01-01T00:00:00Z;1675-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7676752;0.0042419428483027755;18;0.04448712404495881;18
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;Ali Mughayat Syah dari Aceh;Ali Mughayat Syah dari Aceh;;;Husain Ali Riayat Syah dari Aceh, Sri Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;0.006011792639446441;18;0.04448712404495881;18
Kesultanan Banten;Abu an-Nasr;Tirtayasa dari Banten;Tirtayasa dari Banten;;;Abu al-Fadhl, Abu al-Mahasin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;0.005514173235150208;13;0.017186793457396026;13
Kesultanan Aceh;Cut Nya’ Dhien;Teuku Nanta Seutia;;Teuku Ibrahim Lam Nga;;;;;;;;;;;;;;;;0.0023213723779925196;19;0.04448712404495881;18
Kesultanan Banjar;Hidayatullah I dari Banjar;;;;;Mustain Billah dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1595-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4272717;0.0031940376958181837;5;0.022505893445362482;5
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Alauddin al-Qahhar dari Aceh, Salahuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;0.004664501792349814;18;0.04448712404495881;18
Kesultanan Banjar;Rahmatullah dari Banjar;;Suriansyah dari Banjar;Norhayati;;Pangeran Damang, Raden Zakaria, Hidayatullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1570-01-01T00:00:00Z;Pangeran Anom, Putri Mayang Sari;;;http://www.wikidata.org/entity/Q6684550;0.0019840325587610046;9;0.022505893445362482;5
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Kesultanan Demak;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568.0;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.004438479049294041;8
Kerajaan Mataram;Dyah Gula;Rakai Warak;Rakai Warak;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q130548966;0.0019840325587610046;12;0.008688047963907047;12
Kerajaan Mataram;Sri Isyana Tunggawijaya;Mpu Sindok;Mpu Sindok;Lokapala;Lokapala;Makutawangsawardhana;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12454585;0.006194148871316151;12;0.008688047963907047;12
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;0.003008657464764514;6;0.012237431168675175;6
Kesultanan Aceh;Sultan Ali Riayat Syah;Sultan Alauddin Riayat Syah;Sultan Alauddin Riayat Syah;;;;;;;;;;;;1607-04-04T00:00:00Z;;;;http://www.wikidata.org/entity/Q17424988;0.003451271022446526;18;0.04448712404495881;18
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Demak Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Pagaruyung Kingdom;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Blambangan Kingdom;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Malacca Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Sultanate of Gowa;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Bruneian Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Kesultanan Demak;Sunan Kudus;Sunan Ngudung;Sunan Ngudung;;;;;;;;;;;;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q5261519;0.0019840325587610046;8;0.004438479049294041;8
Kesultanan Aceh;Sri Alam dari Aceh;Alauddin al-Qahhar dari Aceh;Alauddin al-Qahhar dari Aceh;;;;;;;;;;;;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q17318556;0.003260441502650986;18;0.04448712404495881;18
Kerajaan Sunda;Pangeran Walangsungsang;Sri Baduga Maharaja;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;0.002921842515298892;4;0.006292044446020286;4
Kesultanan Aceh;Jamalul Alam dari Aceh;Badrul Alam dari Aceh;Badrul Alam dari Aceh;;;;;;;;;;;;1736-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18206715;0.004481329217621824;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Alauddin Johan Syah;Sultan Alauddin Ahmad Syah;Sultan Alauddin Ahmad Syah;;;Sultan Alauddin Mahmud Syah I;;;;;;;;;1760-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204961;0.005072069940201014;18;0.04448712404495881;18
Kesultanan Aceh;Sultan Alauddin Mahmud Syah I;Sultan Alauddin Johan Syah;Sultan Alauddin Johan Syah;;;;;;;;;;;;1781-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204965;0.0038423407110540803;18;0.04448712404495881;18
Kerajaan Sunda;Prabu Gilingwesi;Rakeyan Medang;Rakeyan Medang;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481514;0.0019840325587610046;4;0.006292044446020286;4
Kerajaan Sunda;Rakeyan Medang;Hariang Banga;Hariang Banga;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481418;0.002827382106839792;4;0.006292044446020286;4
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Kerajaan Sunda;Sri Baduga Maharaja;;;;;Pangeran Walangsungsang, Rara Santang;;;;;;;;;;;;;http://www.wikidata.org/entity/Q4201860;0.003309037720312756;4;0.006292044446020286;4
Kesultanan Demak;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;;;;;;;;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.004438479049294041;8
Kerajaan Sunda;Rara Santang;Sri Baduga Maharaja;Sri Baduga Maharaja;Syarif Abdullah Umdatuddin;Syarif Abdullah Umdatuddin;Sunan Gunung Jati;;;;;;;;1426-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q136235790;0.002921842515298892;4;0.006292044446020286;4
Kesultanan Banten;Tirtayasa dari Banten;Abu al-Ma'ali;Abu al-Ma'ali;;;Abu an-Nasr;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;1631-01-01T00:00:00Z;1692-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q2914017;0.0044342047099317295;13;0.017186793457396026;13
Kerajaan Mataram;Dharmawangsa Teguh;;Makuthawangsawardhana;;;Istri Airlangga, Istri Sri Jayabhupati;;;;;;;;1000-01-01T00:00:00Z;1007-01-01T00:00:00Z;Mahendradatta;;;http://www.wikidata.org/entity/Q3276813;0.0019840325587610046;12;0.008688047963907047;12
Kerajaan Mataram;Mpu Sindok;;;;;Sri Isyana Tunggawijaya;;;;;;;;;0947-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q47684;0.0032972422840415964;12;0.008688047963907047;12
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;0.002271909984032617;7;0.012237431168675175;6
Kesultanan Aceh;Muda dari Aceh;Husain Ali Riayat Syah dari Aceh;Husain Ali Riayat Syah dari Aceh;;;;;;;;;;;1579-01-01T00:00:00Z;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19661774;0.0033052319919536044;18;0.04448712404495881;18
